,Unnamed: 0,id,displayName
27419,2,11671962@ft.fyre.co,AG
27427,3,12392149@ft.fyre.co,Laila Jazayeri
27438,5,11325433@ft.fyre.co,Far East
27440,7,11519855@ft.fyre.co,jack
27451,18,5022697@ft.fyre.co,chris
27452,19,5142391@ft.fyre.co,Shangha1
27463,1,10418377@ft.fyre.co,Quolix
27466,4,10675318@ft.fyre.co,Chevalier Chagrin
27474,12,12343308@ft.fyre.co,Grovdna
27480,18,3478317@ft.fyre.co,Usersch2107
27492,30,6277004@ft.fyre.co,Sir Graham G
27500,38,8283638@ft.fyre.co,FTIRA
27504,3,10293636@ft.fyre.co,Charles
27509,8,10843481@ft.fyre.co,Genadi
27510,9,10971959@ft.fyre.co,GS123
27513,12,11628484@ft.fyre.co,ejhoover
27517,16,12049534@ft.fyre.co,Wall Street Yogi
27519,18,12347616@ft.fyre.co,Kevin Liu
27523,22,1519901@ft.fyre.co,Starwonder
27529,28,3095462@ft.fyre.co,Lucia
27535,34,3731210@ft.fyre.co,maigemu
27539,38,5117943@ft.fyre.co,John Matthews
27541,40,5357368@ft.fyre.co,grier22
27547,46,6699483@ft.fyre.co,Pest
27569,10,5180632@ft.fyre.co,Pablo
27577,0,10041300@ft.fyre.co,Xhiljola
27579,2,10671524@ft.fyre.co,EvanDm
27580,3,12133340@ft.fyre.co,al
27581,4,12376526@ft.fyre.co,Anyse S.
27582,5,12380603@ft.fyre.co,Ervin Senaj
27585,8,3881319@ft.fyre.co,jkastrati
27587,10,5395092@ft.fyre.co,albanian
27588,11,5419607@ft.fyre.co,Urbanite
27589,12,6733401@ft.fyre.co,John Pierpont Morgan
27633,21,664740@ft.fyre.co,Mark2Market
27653,14,6280879@ft.fyre.co,JoRoHey
27661,4,8621860@ft.fyre.co,ReadTheRunes
27677,0,10425573@ft.fyre.co,RestlessSnake
27678,1,10717890@ft.fyre.co,swissroly
27684,7,12369118@ft.fyre.co,Choate
27697,2,11221509@ft.fyre.co,Andy
27700,5,11596380@ft.fyre.co,AP
27704,9,12343958@ft.fyre.co,khan
27709,14,1544045@ft.fyre.co,presto
27717,22,4674134@ft.fyre.co,EdwardDeVere
27720,25,6207417@ft.fyre.co,thoughtfulnes
27728,33,9065013@ft.fyre.co,Ulrich
27730,0,11871594@ft.fyre.co,AsPuraGus
27742,0,11906911@ft.fyre.co,tilburg
27744,2,3878@ft.fyre.co,John Reed
27745,3,62917@ft.fyre.co,JonMed
27746,4,8378771@ft.fyre.co,Ameramstel
27750,2,1110893@ft.fyre.co,vivasor
27751,3,11289248@ft.fyre.co,swannie52
27754,6,11752014@ft.fyre.co,Highlander
27776,0,10066976@ft.fyre.co,Suffolk citizen
27778,2,10395320@ft.fyre.co,anon
27783,7,10711940@ft.fyre.co,gm
27789,13,11836341@ft.fyre.co,Stoocker
27791,15,12112462@ft.fyre.co,Suffolk citizen
27808,32,3898500@ft.fyre.co,woland
27838,14,3792763@ft.fyre.co,A
27839,15,6418157@ft.fyre.co,karamra
27842,18,9818158@ft.fyre.co,flip
27880,1,10552986@ft.fyre.co,micha
27885,6,11657085@ft.fyre.co,Inigo
27888,9,11967460@ft.fyre.co,Dex
27890,11,12365445@ft.fyre.co,Dirk
27896,17,3874119@ft.fyre.co,sebastian brades
27908,29,9154886@ft.fyre.co,Manitou
27911,0,10250135@ft.fyre.co,Adama
27914,3,11442259@ft.fyre.co,Test_TEst
27916,5,12002045@ft.fyre.co,Dr Caveman
27927,3,11838990@ft.fyre.co,Don Coglione
27928,4,12366882@ft.fyre.co,Mathias_of_Odenwald
27934,10,3142352@ft.fyre.co,geoff
27944,1,1356981@ft.fyre.co,Old688
27946,3,4749865@ft.fyre.co,banksy
27947,4,4934826@ft.fyre.co,Mypost
27948,5,4963909@ft.fyre.co,Dolphin
27953,3,9009196@ft.fyre.co,Murat
27954,4,9481141@ft.fyre.co,ElKuma
27957,0,10064661@ft.fyre.co,RLPK
27959,2,10215186@ft.fyre.co,EdM
27960,3,10219422@ft.fyre.co,akelse
27969,12,10737132@ft.fyre.co,mbao
27970,13,10774626@ft.fyre.co,Mason
27972,15,10966632@ft.fyre.co,rudvic
27973,16,10978632@ft.fyre.co,4489
27974,17,11018360@ft.fyre.co,Philly Pom
27977,20,11350754@ft.fyre.co,Captain Jack Sparrow
27979,22,11398142@ft.fyre.co,JDS
27980,23,11405936@ft.fyre.co,cigol
27983,26,11784707@ft.fyre.co,PM
27984,27,11829412@ft.fyre.co,Matt
27988,31,11886869@ft.fyre.co,99Problems
27991,34,12133967@ft.fyre.co,Pius V
27994,37,12223930@ft.fyre.co,Edward
27995,38,12244718@ft.fyre.co,Nate
27998,41,12292522@ft.fyre.co,Marcell Z.
27999,42,12297380@ft.fyre.co,C
28000,43,12362299@ft.fyre.co,tobystic
28001,44,123876@ft.fyre.co,AndyA
28002,45,125188@ft.fyre.co,Realist
28006,49,1455808@ft.fyre.co,Donadoni
28009,52,1498486@ft.fyre.co,Rakesh Shah
28015,58,231325@ft.fyre.co,Wanderlust01
28017,60,238265@ft.fyre.co,RN
28019,62,3321210@ft.fyre.co,BigAl
28028,71,4173094@ft.fyre.co,Distantadmirer
28030,73,4337852@ft.fyre.co,NW3
28034,77,4788994@ft.fyre.co,HDE
28036,79,5047787@ft.fyre.co,Neil Way
28037,80,5109843@ft.fyre.co,Mr Foo
28038,81,5208469@ft.fyre.co,Edvard
28040,83,5306171@ft.fyre.co,IC
28041,84,5747462@ft.fyre.co,mevans
28043,86,5954862@ft.fyre.co,hglips@bluewin.ch
28050,93,6523307@ft.fyre.co,Ombanker
28055,98,6807286@ft.fyre.co,KK 009
28056,99,6824751@ft.fyre.co,McGold
28057,100,6889711@ft.fyre.co,baluk
28060,103,7145211@ft.fyre.co,MidcapAdvisor
28061,104,7172204@ft.fyre.co,Confused
28064,107,7426677@ft.fyre.co,leumas
28065,108,7428954@ft.fyre.co,Joohls
28073,116,7920503@ft.fyre.co,The Greek
28074,117,7998647@ft.fyre.co,Green Tree Python
28075,118,8226689@ft.fyre.co,Tigamilla
28076,119,8226876@ft.fyre.co,mj
28077,120,8249819@ft.fyre.co,EuroTrasher
28080,123,8542703@ft.fyre.co,Seeone
28082,125,8792379@ft.fyre.co,Japuonj
28084,127,9018237@ft.fyre.co,LYO
28089,132,9374091@ft.fyre.co,VST
28090,133,9386715@ft.fyre.co,j
28091,134,9397768@ft.fyre.co,Desdinova
28093,136,9449663@ft.fyre.co,Flying Fish
28095,138,9541035@ft.fyre.co,Guest
28097,140,9642600@ft.fyre.co,Bank01
28099,142,9692491@ft.fyre.co,GoldStandard
28102,145,9912993@ft.fyre.co,Capt. Mainwaring
28126,0,10373008@ft.fyre.co,RobCallum SW4
28131,5,4157983@ft.fyre.co,Euklid
28134,8,8635683@ft.fyre.co,Jh90
28135,9,9173355@ft.fyre.co,Fibonacci
28140,4,11319341@ft.fyre.co,ErskineC.
28150,14,4110073@ft.fyre.co,behind enemy lines
28155,19,6557633@ft.fyre.co,WS
28156,20,6649394@ft.fyre.co,Maurice
28163,3,12364364@ft.fyre.co,Mr. Realistic
28173,0,10509073@ft.fyre.co,GROWTH
28174,1,10523742@ft.fyre.co,LH
28175,2,10920328@ft.fyre.co,Asimpleman
28179,6,12074205@ft.fyre.co,Ismail
28180,7,12361026@ft.fyre.co,Azza
28182,9,6257959@ft.fyre.co,Egyptian
28183,10,7604998@ft.fyre.co,memohsen
28193,6,7045879@ft.fyre.co,CharlesSimmmonds
28194,0,11267876@ft.fyre.co,SaZ
28200,6,6778983@ft.fyre.co,Morlock Sphinx
28201,7,8376@ft.fyre.co,FT statistics desk
28203,1,10411706@ft.fyre.co,R2014
28212,10,1413934@ft.fyre.co,Spiderpig
28214,12,3670491@ft.fyre.co,EM investor
28226,0,10308245@ft.fyre.co,HKG
28230,4,12355219@ft.fyre.co,serum
28243,17,6027970@ft.fyre.co,Jing Economics
28247,21,6397874@ft.fyre.co,TheBornLoser
28252,26,8453954@ft.fyre.co,AlfredYWong
28254,0,10436163@ft.fyre.co,Iknewthat
28304,36,9408854@ft.fyre.co,Kenny
28311,6,5038143@ft.fyre.co,pierrepaul
28315,10,9912597@ft.fyre.co,Uhuru Daima
28321,0,9484218@ft.fyre.co,Unnamed
28326,4,11364746@ft.fyre.co,Lepi
28329,7,11759664@ft.fyre.co,startar
28331,9,11887648@ft.fyre.co,old dutch master
28332,10,11976527@ft.fyre.co,BB
28333,11,12176450@ft.fyre.co,The_Whimsical1
28334,12,12378871@ft.fyre.co,cssu
28343,21,176706@ft.fyre.co,wicked
28344,22,187620@ft.fyre.co,Algorus55
28356,34,3322716@ft.fyre.co,copernik
28357,35,3371919@ft.fyre.co,LesterBurnham
28359,37,3460125@ft.fyre.co,Financial Luddite
28360,38,3465180@ft.fyre.co,Faust
28363,41,3697882@ft.fyre.co,Hugh Aldous
28367,45,3784175@ft.fyre.co,RO
28369,47,3826660@ft.fyre.co,BritExpatinBrazil
28373,51,3934412@ft.fyre.co,jgz
28377,55,4080738@ft.fyre.co,N.H. Riegg
28381,59,4255159@ft.fyre.co,Controvertible
28385,63,434745@ft.fyre.co,Manofiona
28386,64,4435771@ft.fyre.co,matt_us
28389,67,4903886@ft.fyre.co,Celi
28390,68,4990042@ft.fyre.co,MauroW
28391,69,5013937@ft.fyre.co,Kristal Alley
28394,72,5405510@ft.fyre.co,rwstewart
28400,78,5767639@ft.fyre.co,amv
28401,79,5877239@ft.fyre.co,DPapa
28404,82,6692272@ft.fyre.co,Falknmar
28405,83,6732702@ft.fyre.co,Gigstar
28406,84,6816632@ft.fyre.co,Swap
28407,85,6848691@ft.fyre.co,Mathematician
28408,86,7326674@ft.fyre.co,Belair
28412,90,8252693@ft.fyre.co,trycommonsense
28417,95,9369211@ft.fyre.co,Andrea Valletta
28421,99,9701090@ft.fyre.co,Krapps last tape
28422,0,1426459@ft.fyre.co,Ziggy47
28426,4,3944364@ft.fyre.co,adrian1980uk
28440,1,1019032@ft.fyre.co,Friend of Turkey
28444,5,12345651@ft.fyre.co,iHyper
28457,2,10262167@ft.fyre.co,AGRC
28468,13,11484428@ft.fyre.co,Newyorker2014
28470,15,11545321@ft.fyre.co,Saint-Maurice
28474,19,11953300@ft.fyre.co,TruthSeeker
28477,22,12345046@ft.fyre.co,Buddha 5
28478,23,12345480@ft.fyre.co,asbun
28479,24,12345522@ft.fyre.co,Tree Hugger
28491,36,3278956@ft.fyre.co,oblivia
28492,37,3315837@ft.fyre.co,Jabberwocky
28493,38,3395263@ft.fyre.co,HKbunny
28495,40,3553573@ft.fyre.co,qsding
28496,41,3649079@ft.fyre.co,TheCookingEconomist
28503,48,4419409@ft.fyre.co,Peter Williams
28513,58,6379052@ft.fyre.co,Ross B
28515,60,7220818@ft.fyre.co,Django Obama
28525,0,108378@ft.fyre.co,Michael Power
28527,0,10758217@ft.fyre.co,Aleksandr
28532,0,10084894@ft.fyre.co,scottd
28536,1,10857241@ft.fyre.co,francesco_nicoli2
28549,14,9478971@ft.fyre.co,Aivars51
28555,5,12084309@ft.fyre.co,feca
28562,12,3886468@ft.fyre.co,DSL
28599,22,3338022@ft.fyre.co,realberia
28623,46,8048022@ft.fyre.co,Round Turn
28629,52,9996324@ft.fyre.co,aa
28640,10,6414@ft.fyre.co,Old Vimy
28647,0,10650155@ft.fyre.co,HK
28648,1,10821080@ft.fyre.co,U.I.
28674,2,4226899@ft.fyre.co,JHAT
28680,1,10848877@ft.fyre.co,Hyslz
28708,3,12164331@ft.fyre.co,JMAM
28710,5,182898@ft.fyre.co,Liber1996
28711,6,3154746@ft.fyre.co,Desert Rat
28720,15,8870263@ft.fyre.co,Moh'd
28722,17,9957293@ft.fyre.co,psued
28724,1,11943020@ft.fyre.co,JEMS
28757,24,4805438@ft.fyre.co,DiploMom
28760,27,5120898@ft.fyre.co,nitak
28761,28,5445644@ft.fyre.co,Dave in TOSA
28771,38,6666351@ft.fyre.co,Blue moon observer
28784,3,10345548@ft.fyre.co,concavemushroom
28788,7,10906094@ft.fyre.co,luisa
28792,11,11386961@ft.fyre.co,OddVelo
28798,17,12013064@ft.fyre.co,JB
28799,18,12327893@ft.fyre.co,Neo
28803,22,1537962@ft.fyre.co,Libored
28834,53,5755821@ft.fyre.co,Elisabeth Kendall
28837,56,5981847@ft.fyre.co,blue55
28846,65,7786922@ft.fyre.co,VP
28853,72,8384452@ft.fyre.co,NtRd
28854,73,8706066@ft.fyre.co,MoFreeMoney
28861,2,10455253@ft.fyre.co,DR
28868,9,11407763@ft.fyre.co,David Edberg
28872,13,12325603@ft.fyre.co,gegchang5307
28890,31,7215647@ft.fyre.co,grammarfail
28894,35,8106024@ft.fyre.co,BAS
28895,36,8390778@ft.fyre.co,Alphaphil
28897,38,8791165@ft.fyre.co,Aude
28904,1,10268704@ft.fyre.co,jacktheleper
28906,3,10591000@ft.fyre.co,Sud1
28909,6,10808713@ft.fyre.co,JoeDrager
28911,8,11045284@ft.fyre.co,Horace
28914,11,11416854@ft.fyre.co,Homer
28918,15,12164939@ft.fyre.co,Carlton Banks
28920,17,12323542@ft.fyre.co,Jack Mehoffe
28930,27,3287271@ft.fyre.co,Naro
28932,29,4526972@ft.fyre.co,liz48
28933,30,4640842@ft.fyre.co,Mesonet
28945,42,6447208@ft.fyre.co,mewp12
28946,43,6663142@ft.fyre.co,derek marlowe
28950,47,8504223@ft.fyre.co,Sally P
28951,48,9044910@ft.fyre.co,William Hudson
28955,0,10114092@ft.fyre.co,JP Ribeiro
28956,1,10240095@ft.fyre.co,k_SPb
28957,2,10682737@ft.fyre.co,Landau
28962,7,12265798@ft.fyre.co,Bontempo
28963,8,12322685@ft.fyre.co,Neil_Nelson
28964,9,12323214@ft.fyre.co,Technocrat
28971,16,3449209@ft.fyre.co,Aelwyn
28977,22,4398953@ft.fyre.co,Afrosiyob
28990,35,979898@ft.fyre.co,Holman
28992,1,10640930@ft.fyre.co,Nomad_X
29014,23,9613105@ft.fyre.co,Juan Gasparola
29027,7,7933109@ft.fyre.co,RO
29034,5,11720606@ft.fyre.co,ron_0408
29061,32,4087807@ft.fyre.co,Economist whimsical
29081,52,8119288@ft.fyre.co,some guy too
29084,0,10162520@ft.fyre.co,Ahmed Alasdi
29102,18,892489@ft.fyre.co,confused in cuckooland
29106,1,7231347@ft.fyre.co,Maria-Duarte
29107,2,7588152@ft.fyre.co,TechCity
29109,4,9581327@ft.fyre.co,RadMan
29117,7,10409949@ft.fyre.co,V
29118,8,10492487@ft.fyre.co,Reality_check
29120,10,10597667@ft.fyre.co,Killalee
29124,14,11232052@ft.fyre.co,06Jan
29131,21,12131535@ft.fyre.co,The Patriot
29137,27,1518834@ft.fyre.co,Gutfeel
29166,56,5558603@ft.fyre.co,Barry Lyndon
29182,72,7131764@ft.fyre.co,Redwall
29185,75,7384703@ft.fyre.co,Hopeful
29186,76,7632945@ft.fyre.co,Chandra
29193,83,9104895@ft.fyre.co,G
29194,84,9115857@ft.fyre.co,HR
29204,6,11382311@ft.fyre.co,Omikron
29217,19,12318580@ft.fyre.co,Capt. Huckleberry Kipling
29218,20,12318614@ft.fyre.co,Truth
29224,26,226240@ft.fyre.co,ron2
29230,32,3217216@ft.fyre.co,chovachok
29244,46,5281416@ft.fyre.co,EarthView
29251,53,6700141@ft.fyre.co,LSD
29258,60,8527167@ft.fyre.co,K
29261,63,9289023@ft.fyre.co,Zerophile
29262,64,9598674@ft.fyre.co,Le Crouche
29263,65,9627095@ft.fyre.co,rak
29270,5,11194608@ft.fyre.co,Lev
29271,6,11228685@ft.fyre.co,GosPressNadzor
29274,9,11459777@ft.fyre.co,Eucro
29277,12,1481882@ft.fyre.co,Langmgav
29296,31,3776147@ft.fyre.co,Voltaire
29301,36,4269096@ft.fyre.co,DavidT08
29327,62,872851@ft.fyre.co,Toeschouwer
29331,0,10019634@ft.fyre.co,Willard Jackson
29334,3,10609008@ft.fyre.co,10001
29335,4,10744987@ft.fyre.co,205
29337,6,10815519@ft.fyre.co,Sandy
29339,8,10980707@ft.fyre.co,JJBOSA
29343,12,11624741@ft.fyre.co,Dibbert
29344,13,11885809@ft.fyre.co,Anders NIELSEN
29345,14,12156715@ft.fyre.co,monty
29356,25,3370294@ft.fyre.co,tc
29367,36,465398@ft.fyre.co,chef2u
29369,38,4847683@ft.fyre.co,vanya
29374,43,6735761@ft.fyre.co,mepaulus
29428,13,3348403@ft.fyre.co,Penman
29432,17,4339111@ft.fyre.co,ChrisJCook
29437,22,5767021@ft.fyre.co,jomamas
29441,26,7859363@ft.fyre.co,Pro-Ukraine
29443,28,8748927@ft.fyre.co,Al_the_Plumber
29445,1,10661477@ft.fyre.co,michael
29446,2,11055799@ft.fyre.co,yes
29449,5,12199518@ft.fyre.co,baz2000
29450,6,12353669@ft.fyre.co,Nic Cobb
29451,7,4786082@ft.fyre.co,Andrei
29452,8,5012570@ft.fyre.co,Petro
29455,11,8323540@ft.fyre.co,RussiaInfinity
29457,13,9231754@ft.fyre.co,canuke\
29461,2,10496094@ft.fyre.co,akraj
29469,10,11771346@ft.fyre.co,Giri
29473,14,142277@ft.fyre.co,observer
29483,24,3513457@ft.fyre.co,BA Calcutta.
29493,34,5746384@ft.fyre.co,Yaeh
29501,42,9209704@ft.fyre.co,Likestothink
29512,0,11525171@ft.fyre.co,Johnfm
29513,1,11675929@ft.fyre.co,Old School Banker
29514,2,123164@ft.fyre.co,Penguin
29519,7,3197056@ft.fyre.co,Greysage
29524,12,5366808@ft.fyre.co,P L Murray
29527,15,8519734@ft.fyre.co,XYZed
29528,16,9987269@ft.fyre.co,dorsetcontrarian
29531,2,12137500@ft.fyre.co,Jesse Livermore
29546,10,119240@ft.fyre.co,ChrisC
29551,15,1484512@ft.fyre.co,Sanjay Gohil
29553,17,214267@ft.fyre.co,FXman
29561,25,3100201@ft.fyre.co,LillyfromPhilly19104
29566,30,3683122@ft.fyre.co,Unchanging Sea
29569,33,4014251@ft.fyre.co,Simply human
29580,44,9152306@ft.fyre.co,NewTownexile
29581,45,9868492@ft.fyre.co,Never learned a lesson
29591,8,11990215@ft.fyre.co,Vasili Sibirenko
29592,9,12058605@ft.fyre.co,A
29598,15,220479@ft.fyre.co,ptdelphi
29604,21,3077842@ft.fyre.co,JP
29617,34,3795694@ft.fyre.co,Atenom40
29620,37,4345767@ft.fyre.co,Sagan77
29621,38,4427266@ft.fyre.co,daniel.anderbring
29628,45,5622976@ft.fyre.co,k008
29632,49,6067511@ft.fyre.co,Sanek
29633,50,6071206@ft.fyre.co,Abacus Investments
29634,51,7018757@ft.fyre.co,BPMoscow
29635,52,7088621@ft.fyre.co,Onefineday
29643,60,7956838@ft.fyre.co,Mais oui
29649,66,9277585@ft.fyre.co,Viper37
29653,70,960187@ft.fyre.co,monty knezevic
29656,1,1419198@ft.fyre.co,Limk
29663,1,5679572@ft.fyre.co,Papinian
29666,2,11795144@ft.fyre.co,Barack
29667,3,12049217@ft.fyre.co,valeadar
29668,4,4054294@ft.fyre.co,joy
29671,7,7412813@ft.fyre.co,Skip
0,0,10138766@ft.fyre.co,Milen Angelov
6,6,3550572@ft.fyre.co,lespi
16,16,7861791@ft.fyre.co,Ira
20,1,4655865@ft.fyre.co,Not_a_Russian
22,3,7511683@ft.fyre.co,leobatfish
23,0,6400198@ft.fyre.co,mitul
24,1,6603019@ft.fyre.co,Rick F.
25,2,8578258@ft.fyre.co,M Une
26,3,8698186@ft.fyre.co,dsol
27,4,8976044@ft.fyre.co,FlyingPig
28,0,42514@ft.fyre.co,JSEC
29,1,42885@ft.fyre.co,Charles Clover
35,0,10116553@ft.fyre.co,sisyphean
37,2,3650896@ft.fyre.co,Oguz Erkol
39,0,288189@ft.fyre.co,Erick blair
50,10,4983629@ft.fyre.co,A***
58,18,9969094@ft.fyre.co,Dogmatist
65,1,6705342@ft.fyre.co,Amie Tsang
68,1,3802997@ft.fyre.co,THEOPH6
69,0,10995586@ft.fyre.co,pks1991
79,7,8413404@ft.fyre.co,polar sun
85,3,470331@ft.fyre.co,DJS
87,5,8694525@ft.fyre.co,kogdato
89,1,3255781@ft.fyre.co,ddf
93,5,8891488@ft.fyre.co,DrRed
95,0,3902449@ft.fyre.co,J the banker
99,0,3955329@ft.fyre.co,haskell
102,0,3832042@ft.fyre.co,MrMalarkey
104,0,6427568@ft.fyre.co,Janster
105,0,4211189@ft.fyre.co,BankersvsLawyers
106,1,9415276@ft.fyre.co,Credit Analyst
107,2,9445097@ft.fyre.co,NGoodkind
109,1,3396392@ft.fyre.co,lrsobral
110,2,3531589@ft.fyre.co,morato_GC
111,3,371872@ft.fyre.co,Yuhler
112,4,4744923@ft.fyre.co,lelira
113,5,4974957@ft.fyre.co,New World
114,6,5077025@ft.fyre.co,MTEIXEIRA
115,7,5447972@ft.fyre.co,Soros
116,8,5513179@ft.fyre.co,Marc Robb
117,9,5736721@ft.fyre.co,Vladvale
118,10,7477627@ft.fyre.co,Curious
119,11,7714795@ft.fyre.co,PatienceBR
120,12,8583437@ft.fyre.co,excuseme
121,13,9184674@ft.fyre.co,Personalised_Pseudonym
122,14,9228198@ft.fyre.co,Wisemann
123,15,9377712@ft.fyre.co,RHLPedrosa
124,16,9414225@ft.fyre.co,Harlon
125,17,9414424@ft.fyre.co,mol
126,18,9414682@ft.fyre.co,Davihi
127,19,9414905@ft.fyre.co,Leonardo 20
128,20,9415021@ft.fyre.co,Biroboy
129,21,9415102@ft.fyre.co,Klima
130,22,9415253@ft.fyre.co,Heriberto
131,23,9415387@ft.fyre.co,Kript_Digger
132,24,9415397@ft.fyre.co,Walter abravanel
133,25,9415413@ft.fyre.co,João Caracol
134,26,9415519@ft.fyre.co,JosePalazzo
135,27,9415646@ft.fyre.co,Lula'big nose
136,28,9415697@ft.fyre.co,Alvaro Neves
137,29,9415912@ft.fyre.co,Humborges
138,30,9415937@ft.fyre.co,P.Munchen
139,31,9416055@ft.fyre.co,acunhasouza
140,32,9416216@ft.fyre.co,BrazilianTory
141,33,94200@ft.fyre.co,Helga Hoffmann
142,34,9420469@ft.fyre.co,"Tell me something new, will you?"
143,35,9433911@ft.fyre.co,jonpleno
148,3,8481239@ft.fyre.co,Lunar 1
152,1,7460713@ft.fyre.co,Schoobies
153,0,9227483@ft.fyre.co,Blackberry
155,1,767929@ft.fyre.co,MehmetLondon
156,2,7812366@ft.fyre.co,John49
157,3,9571776@ft.fyre.co,pavl
158,0,9135679@ft.fyre.co,uchehapers
163,0,93380@ft.fyre.co,George Eccles
164,0,7556624@ft.fyre.co,Simon1944
166,1,8142091@ft.fyre.co,Kermit
169,1,12616085@ft.fyre.co,Closetmonkey
172,4,2000171817@ft.fyre.co,Zen Master
179,11,7996620@ft.fyre.co,pleidiolwyfimgwlad
187,2,11364991@ft.fyre.co,enolab29
190,5,12318004@ft.fyre.co,AfBiz
192,7,12416225@ft.fyre.co,Nk Nesengani
194,9,1258452@ft.fyre.co,Hastle
198,13,211523@ft.fyre.co,statingtheobvious
214,29,7938238@ft.fyre.co,CVZ
218,33,9465525@ft.fyre.co,BTB
219,0,10212291@ft.fyre.co,Neophyte
220,1,11147964@ft.fyre.co,arslangalip
222,3,11610756@ft.fyre.co,Ocshima
223,4,1177770@ft.fyre.co,Paul Shackleton
230,11,1479575@ft.fyre.co,IMK
232,13,2000065178@ft.fyre.co,Vegeta
233,14,2000088648@ft.fyre.co,Mr. T
235,16,2000162574@ft.fyre.co,DPS
239,20,268742@ft.fyre.co,Latetedecuvee
241,22,3099725@ft.fyre.co,scienceguy
246,27,4186709@ft.fyre.co,AH2
259,40,6986546@ft.fyre.co,montecristo
260,41,7002948@ft.fyre.co,Cogito ergo sum
261,42,7401219@ft.fyre.co,Jamie_NYC
263,44,8310127@ft.fyre.co,somegal
267,48,9054612@ft.fyre.co,FLI
270,51,9587939@ft.fyre.co,Piers
272,1,11678805@ft.fyre.co,GDB
273,2,4046258@ft.fyre.co,Richard  Murray
274,0,10038508@ft.fyre.co,ConfusedReader
279,5,1543@ft.fyre.co,ghfatw
283,9,3301985@ft.fyre.co,Craig YAM
289,15,8805028@ft.fyre.co,Chuck Yeager
292,2,10540594@ft.fyre.co,Lad On Tour
297,7,10995857@ft.fyre.co,Captain Blunder
299,9,11256000@ft.fyre.co,PositiveCarry
300,10,11482324@ft.fyre.co,usb79
302,12,11615768@ft.fyre.co,Oilman
304,14,11938191@ft.fyre.co,Biggle
306,16,12306293@ft.fyre.co,serendib
309,19,12463996@ft.fyre.co,Henry Nosegbe
314,24,3114836@ft.fyre.co,Sanga
316,26,3176385@ft.fyre.co,Taconite
317,27,3258087@ft.fyre.co,Jade
321,31,4904083@ft.fyre.co,#FreeThinker
322,32,5202340@ft.fyre.co,Kb
324,34,5342721@ft.fyre.co,XraTa
325,35,5391409@ft.fyre.co,Macdonald
331,41,7840703@ft.fyre.co,Esie70
333,43,8292040@ft.fyre.co,Keynes from Vienna
335,45,9382698@ft.fyre.co,TSF
336,46,9386786@ft.fyre.co,Ozzy Ojay
337,47,9431702@ft.fyre.co,UK oil finder
338,48,9434485@ft.fyre.co,James Chen
340,50,9642252@ft.fyre.co,Mallory
348,6,12555489@ft.fyre.co,BelCan
350,8,12614453@ft.fyre.co,knight
353,11,2000010980@ft.fyre.co,Adrian
354,12,2000099258@ft.fyre.co,Odarka
355,13,2000104545@ft.fyre.co,Charlie
356,14,238463@ft.fyre.co,ABGM
359,17,3923520@ft.fyre.co,ach
361,19,4217730@ft.fyre.co,Aberdeen
371,2,12004381@ft.fyre.co,BobMcBobby
375,6,3303975@ft.fyre.co,Jose
378,9,8696154@ft.fyre.co,Redfred320
384,3,2000054364@ft.fyre.co,considerablyricherthanyou
388,7,4768614@ft.fyre.co,Trump
391,1,12347973@ft.fyre.co,Manon
394,4,2000100728@ft.fyre.co,Paul
396,6,3627027@ft.fyre.co,Walt
405,1,10084077@ft.fyre.co,NoamC
406,2,101256@ft.fyre.co,Catherine Kelleher
407,3,10217736@ft.fyre.co,tech investor
409,5,10380717@ft.fyre.co,Student
410,6,104354@ft.fyre.co,lastmanout
413,9,10636664@ft.fyre.co,Tim
419,15,10930235@ft.fyre.co,Cultured Calgarian
421,17,11390476@ft.fyre.co,Brazil2014
429,25,12283656@ft.fyre.co,Athena Promachos
431,27,12440466@ft.fyre.co,Nebia
432,28,12549958@ft.fyre.co,Amo
434,30,1488789@ft.fyre.co,Common sense
436,32,1519447@ft.fyre.co,Milton  Vedder
439,35,2000071290@ft.fyre.co,cabeza dura
442,38,3579537@ft.fyre.co,k7
447,43,3900421@ft.fyre.co,C.B.
450,46,4105642@ft.fyre.co,LH002
452,48,4376868@ft.fyre.co,cloudy
457,53,4897006@ft.fyre.co,CoolDude
460,56,5226139@ft.fyre.co,Pioro
466,62,6395597@ft.fyre.co,Catherine G
468,64,6743999@ft.fyre.co,2Limatango
483,79,8797218@ft.fyre.co,Loknos
484,80,8823670@ft.fyre.co,cpokane
487,83,9346785@ft.fyre.co,MadeInUSSR
492,1,10482767@ft.fyre.co,katzenjammer
498,7,12345536@ft.fyre.co,yaoye
499,8,12486565@ft.fyre.co,Ding
500,9,12594082@ft.fyre.co,bimas
502,11,2000067909@ft.fyre.co,mclandress
503,12,2000093578@ft.fyre.co,the seeker
506,15,3451105@ft.fyre.co,Paul121
509,18,5156603@ft.fyre.co,California Resident
516,25,8063764@ft.fyre.co,Amused from Hong Kong
526,5,11920414@ft.fyre.co,Andydandy15
536,15,2000063986@ft.fyre.co,City of London Slicker
562,41,8331111@ft.fyre.co,mulsah
567,46,9924966@ft.fyre.co,GarethJ
568,0,10206720@ft.fyre.co,tetrao
570,2,11835060@ft.fyre.co,Sparky
579,11,1272624@ft.fyre.co,jwbaronvanheemstra
590,22,3414035@ft.fyre.co,-
